"Country","ISO3","Specie","Breed/Most common name","Language","Description","Transboundary name","Other name","Breed classification (adaptedness)","Breed classification (geographic)","Provision Uses","Regulation and Maintenance Uses","Cultural Uses","Description Of Specific Uses","Production environment/management systems","Literature related to uses and ecosystem services","Additional information","Additional information comments","Efabis cultural role comment","Efabis cultural value","Adaptability to specific environment","Specific resistance or tolerance","Specific reproductive characteristic","Special characteristic of product","Other special qualities","Reference for special qualities","Efabis genetic features","Efabis environmental role","Efabis adaptability to marginal land","Body conformation","Coat description","Coat quality","Comb type","Skin colour","Shank and foot colour","Plumage colour","Pattern within feather","Avian classification","Egg shell colour","Color comments","Efabis main colour","Efabis skin colour","Number of horns males","Number of horns females","Horn shape size and comments","Wither height males","Wither height females","Weight males","Weight females","Other specific visible traits","Herdbook","Herdbook established","Domestication status","Taxonomic classification","Description of origin","Year of origin","Import","Location within country","Eggs per year AVG","Eggs per year MIN","Eggs per year MAX","Egg weight","Wool or hair","Wool type","Fleece weight AVG","Fleece weight MIN","Fleece weight MAX","Fibre diam","Management system","Feeding of adults","Mobility","Milk per year AVG","Milk per year MIN","Milk per year MAX","Lactation length (day) AVG","Lactation length (day) MIN","Lactation length (day) MAX","Milk yield per lactation (kg) AVG","Milk yield per lactation (kg) MIN","Milk yield per lactation (kg) MAX","Milk fat AVG (%)","Milk fat MIN (%)","Milk fat MAX (%)","Milk per day (kg)","Number of lactations","Efabis milk protein AVG","Efabis milk protein MIN","Efabis milk protein MAX","Birth weight males","Birth weight females","Age maturity males","Age maturity females","Age breeding males","Age breeding females","Age first parturition (month) AVG","Age first parturition (month) MIN","Age first parturition (month) MAX","Parturition interval (day) AVG","Parturition interval (day) MIN","Parturition interval (day) MAX","Length productive life (years)","Daily gain","Carcass weight (kg)","Dressing percentage (%)","Performance data reference","Management conditions performance measured","Comments management conditions","Additional performance parameters","Litter size AVG","Litter size MIN","Litter size MAX","Local cryo conservation status","Local Risk","Detailed local risk status","Regional Transboundary Risk (detailed)","International Transboundary Risk (detailed)","A breeding programme is implemented for the breed","Animal identification","Breeding goal defined","Performance recording","Pedigree recording","Genetic evaluation (classic approach)","Genetic evaluation including genomic information","Management of genetic variation","Artificial insemination","Breeding method applied"
"Democratic Republic of the Congo","COD","Pig","Large Black","eng.","","Large Black","","","International","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","uni coloured: black","","","","","","","","","","large size","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Endangered","","","","","","","","","",""
"Democratic Republic of the Congo","COD","Pig","Large White","eng.","","Large White","","","International","Meat","","","","","","","","","","","","very prolific","","","","","","","","","","","","","","","","","","","","","","","","","","","large size","","","Domestic","Breed","continuously imported","1950","","country wide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Democratic Republic of the Congo","COD","Pig","Pietrain","fr.","","Pietrain","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","continually imported","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Congo","COG","Pig","Large White Yorkshire","eng.","","Large White","","","International","Meat","","","","","","","","","","adapts well to the tropical environment","","","","high growth rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Congo","COG","Pig","porc africain","fr. =African pig","","","porc Ibériques","","Local","Meat","","","","","","","","","","rustic animal","","good fertility","","","","","","","","","","","","","","","","","","","","","","","","","50","45","","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","","","","","","","","","","",""
"Cook Islands","COK","Pig","Berkshire","eng.","","Berkshire","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","Rarotonga.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Cook Islands","COK","Pig","Duroc","fr.","","Duroc","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Cook Islands","COK","Pig","Landrace","eng.","","Landrace","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Cook Islands","COK","Pig","Large White","eng.","","Large White","","","International","Lard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Cook Islands","COK","Pig","Local pig","eng.","","","","","Local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","","","","Found on the smaller Cook Islands.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","","","","","","","","","","",""
"Cook Islands","COK","Pig","Tamworth","eng.","","Tamworth","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Vulnerable","","","","","","","","","",""
"Colombia","COL","Pig","Casco de Mula","sp.","","Pelon","Mule Foot","","Regional","Meat","","","","","","","","","","Very well adapted to hot and humid climates.","","prolific.","","","","","","","","","","","","","","","","","uni coloured: black","","","","","","","","","","Iberian Type. Toes are fused like those of a mule.","","","","","","","","Eastern Planes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","At Risk","Endangered","Endangered","","","","","","","","","","",""
"Colombia","COL","Pig","Congo","","","","","","Local","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","recently imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","","","","","","","","","","",""
"Colombia","COL","Pig","Duroc","fr.","","Duroc","","","International","Lard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","exotic; continually imported","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Commercial system.","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Colombia","COL","Pig","Hampshire","eng.","","Hampshire","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Commercial system.","","","","","No Information","Unknown","Unknown","","Endangered","","","","","","","","","",""
"Colombia","COL","Pig","Landrace","eng.","","Landrace","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","recently imported; exotic","","","Predominantly found in Atlantic coast area but also found in other regions throughout Colombia.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Commercial system.","","","","","No Information","Not at Risk","Not at Risk","","Not at Risk","","","","","","","","","",""
"Colombia","COL","Pig","Large White","eng.","","Large White","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","recently imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Commercial system.","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Colombia","COL","Pig","PIC","","","PIC HY","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","Predominantly found in the coffee zone.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Commercial sector.","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Colombia","COL","Pig","Pietrain","fr.","","Pietrain","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","recently imported; exotic","","","Predominantly found in Valle-Cauca and the Eastern region and a little less in Antioquia.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Commercial system.","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Colombia","COL","Pig","Poland china","eng.","","Poland China","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","recently introduced; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Commercial sector.","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Colombia","COL","Pig","Sanpedreño","sp.","","","","","Local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Creole type","","","Domestic","Breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","At Risk","Critical","","","","","","","","","","","",""
